task,method,model,trainable_params,peak_vram_gb,train_seconds,tokens_per_sec_est,steps,adapter_target_modules,math_exact_match
math,lora,Qwen/Qwen2.5-0.5B-Instruct,1081344,2.094482898712158,261.8656075000763,1980.6770539726142,300,"['q_proj', 'k_proj', 'v_proj', 'o_proj']",0.015
