task,method,model,trainable_params,peak_vram_gb,train_seconds,tokens_per_sec_est,steps,adapter_target_modules,math_exact_match
math,vera,Qwen/Qwen2.5-0.5B-Instruct,73728,1.4695606231689453,414.2888207435608,1251.955577920483,300,"['q_proj', 'k_proj', 'v_proj', 'o_proj']",0.0
